name,salary,area_name,published_at
Контент-менеджер / Редактор / Администратор сайта,47500.0,Тюмень,2022-12-29T14:28:09+0300
Младший программист PHP,102000.0,Воронеж,2022-12-29T12:06:05+0300
Программист 1С,,Череповец,2022-12-29T12:55:18+0300
Программист Delphi,,Нижний Новгород,2022-12-29T13:03:57+0300
Teamlead Directum RX,,Москва,2022-12-29T12:43:26+0300
Инженер-программист (отдел тестирования ПО),,Ковров,2022-12-29T14:47:26+0300
Data архитектор,,Алматы,2022-12-29T12:02:47+0300
Специалист по управлению бизнес-процессами,,Кострома,2022-12-29T11:23:33+0300
Старший консультант SAP PM (ТОРО),,Санкт-Петербург,2022-12-29T12:39:28+0300
Специалист АСУ ТП,,Вологда,2022-12-29T12:47:56+0300
Программист 1С (производство XPS),150000.0,Рязань,2022-12-29T16:14:38+0300
Программист 1С,,Иваново (Ивановская область),2022-12-29T14:34:10+0300
Аналитик (ГИС ЕИСУГМС),,Москва,2022-12-29T12:12:26+0300
Менеджер развития продаж ЭДО,100000.0,Казань,2022-12-29T15:42:19+0300
Аналитик,,Санкт-Петербург,2022-12-29T16:06:03+0300
Fullstack разработчик C# WPF,,Казань,2022-12-29T12:33:47+0300
Руководитель отдела разработки,,Казань,2022-12-29T10:10:16+0300
"PHP-программист (Middle, Middle +)",120000.0,Санкт-Петербург,2022-12-29T10:44:45+0300
Fullstack разработчик C# WPF,,Санкт-Петербург,2022-12-29T12:33:47+0300
Программист Delphi,,Череповец,2022-12-29T13:15:10+0300
Руководитель проектов,,Санкт-Петербург,2022-12-29T10:43:07+0300
Программист / разработчик C#,,Ковров,2022-12-29T14:47:32+0300
1С разработчик,,Санкт-Петербург,2022-12-29T16:11:39+0300
Инженер по работе с БД,,Санкт-Петербург,2022-12-29T15:49:10+0300
Бизнес-аналитик 1С / Менеджер проектов 1С,,Москва,2022-12-29T16:45:26+0300
Специалист по обучению 1С,80000.0,Владивосток,2022-12-29T09:17:57+0300
System Analyst / Системный аналитик (DWH),,Москва,2022-12-29T16:04:23+0300
.NET developer,,Алматы,2022-12-29T11:02:43+0300
.NET developer,,Тбилиси,2022-12-29T11:02:43+0300
Руководитель проектов,,Казань,2022-12-29T11:03:52+0300
Специалист АСУ ТП,,Череповец,2022-12-29T12:47:56+0300
"Консультант 1С (КА, УТ, БП)",,Казань,2022-12-29T15:39:22+0300
Ведущий инженер проектировщик по защите информации,,Пермь,2022-12-29T17:53:54+0300
Fullstack разработчик C# WPF,,Череповец,2022-12-29T12:33:47+0300
Ведущий специалист (Разработчик C#/.net),,Омск,2022-12-29T10:38:31+0300
Старший разработчик Битрикс24,,Санкт-Петербург,2022-12-29T15:25:25+0300
.NET developer,,Армения,2022-12-29T11:02:43+0300
"Инженер-проектировщик по защите информации, г. Санкт-Петербург",,Пермь,2022-12-29T17:54:19+0300
.NET developer,,Батуми,2022-12-29T11:02:43+0300
Консультант Open Text,,Москва,2022-12-29T13:12:15+0300
Консультант Open Text,,Санкт-Петербург,2022-12-29T12:55:09+0300
Программист 1С (удаленно),,Санкт-Петербург,2022-12-29T10:44:55+0300
Продуктовый аналитик,,Москва,2022-12-29T12:47:27+0300
Монтажник связи,,Артем,2022-12-29T09:58:32+0300
Аналитик,47500.0,Тюмень,2022-12-29T13:21:09+0300
Ведущий инженер проектировщик по защите информации,,Новосибирск,2022-12-29T17:54:11+0300
Директор департамента перспективных разработок и встраиваемых систем,,Зеленоград,2022-12-29T12:31:58+0300
Ведущий инженер проектировщик по защите информации,,Белгород,2022-12-29T17:54:14+0300
"Инженер-проектировщик по защите информации, г. Санкт-Петербург",,Белгород,2022-12-29T17:54:34+0300
Middle .Net C#/ разработчик,120000.0,Уфа,2022-12-29T14:40:20+0300
"Инженер-проектировщик по защите информации, г. Санкт-Петербург",,Хабаровск,2022-12-29T17:54:26+0300
Full-stack .Net C#/React Developer,135000.0,Уфа,2022-12-29T14:38:09+0300
"Инженер-проектировщик по защите информации, г. Санкт-Петербург",,Воронеж,2022-12-29T17:54:30+0300
Программист 1С (удаленно),,Челябинск,2022-12-29T10:50:04+0300
Ведущий программист 1C,,Москва,2022-12-29T18:16:18+0300
Консультант Open Text,,Казань,2022-12-29T12:56:55+0300
Системный архитектор,,Москва,2022-12-29T11:49:15+0300
Специалист-методолог (аналитик),55500.0,Красноярск,2022-12-29T12:45:59+0300
Консультант Open Text,,Краснодар,2022-12-29T12:55:53+0300
Разработчик Power BI,,Москва,2022-12-29T15:58:36+0300
Консультант Open Text,,Нижний Новгород,2022-12-29T12:56:19+0300
Разработчик Power BI,,Санкт-Петербург,2022-12-29T15:58:36+0300
Seo Analyst (Global),,Санкт-Петербург,2022-12-29T15:11:05+0300
Разработчик Power BI,,Воронеж,2022-12-29T15:58:36+0300
Data Engineer (PySpark),,Алматы,2022-12-29T12:47:01+0300
Разработчик ПО для микроконтроллеров (Embedded C/C++),150000.0,Зеленоград,2022-12-29T09:36:17+0300
Разработчик Power BI,,Нижний Новгород,2022-12-29T15:58:36+0300
Game Logic Programmer,,Санкт-Петербург,2022-12-29T10:07:22+0300
Консультант Open Text,,Череповец,2022-12-29T12:57:19+0300
Senior back-end developer PHP,,Москва,2022-12-29T12:12:26+0300
Product Manager (Логистика/ Склад),,Махачкала,2022-12-29T16:55:18+0300
Senior DevOps Engineer,,Гомель,2022-12-29T11:42:26+0300
Разработчик БД,,Санкт-Петербург,2022-12-29T12:28:02+0300
Backend BI developer (Социальный калькулятор),,Москва,2022-12-29T12:12:26+0300
Руководитель IT проектов,,Петрозаводск,2022-12-29T15:49:44+0300
Senior PHP Developer,,Санкт-Петербург,2022-12-29T13:14:15+0300
PHP Developer Middle/Senior,,Москва,2022-12-29T10:58:46+0300
Ведущий разработчик Qlik Sense,,Санкт-Петербург,2022-12-29T14:41:06+0300
Senior PHP Developer,,Москва,2022-12-29T14:39:16+0300
"PHP-разработчик (Laravel), удаленно",,Москва,2022-12-29T18:29:48+0300
Website Chief Editor / Главный редактор сайта,,Санкт-Петербург,2022-12-29T17:59:04+0300
